0.11151,0.12318,0.11871,0.092567,0,5,7,3,4,3
0.11096,0.096794,0.090433,0.038124,0,7,7,4,6,4
0.1433,0.039909,0.13746,0.045605,0,7,7,4,7,5
0.1637,0.10089,0.079279,0.076455,0,7,7,1,7,7
0.15206,0.083523,0.13843,0.058315,0.20974,7,7,6,7,2
0.088562,0.052352,0.08214,0.075037,0,7,7,7,4,6
0.1834,0.16461,0.15255,0.095557,0.1275,7,7,1,2,6
0.14429,0.082955,0.21654,0.11418,0.26911,7,7,1,6,3
0.17547,0.10679,0.22912,0.099035,0.29815,6,7,1,7,3
0.15326,0.13361,0.25843,0.080026,0,7,7,1,4,4
0.13698,0.053201,0.24428,0.092856,0.22978,4,7,1,7,3
0.14291,0.090476,0.14491,0.074935,0.17288,7,7,4,7,2
0.16577,0.062719,0.049283,0.15447,0.16412,7,5,7,7,6
0.12964,0.14539,0.14837,0.076852,0,7,7,5,7,5
0.17637,0.078949,0.20716,0.067605,0,7,7,1,4,4
0.20302,0.14126,0.18099,0.18429,0.16952,3,3,4,6,3
0.061196,0.062838,0.09089,0.1035,0,2,3,1,1,4
0.1927,0.064168,0.17848,0.23093,0.050687,7,7,4,5,3
0.19029,0.086029,0.23267,0.16534,0,7,7,2,2,4
0.11575,0.14691,0.087242,0.058448,0,7,7,3,5,5
0.1671,0.16333,0.29372,0.22147,0,7,4,1,7,4
0.14286,0.086612,0.091265,0.12503,0.17421,7,2,3,4,4
0.10857,0.054762,0.12546,0.050617,0,7,7,2,2,6
0.1744,0.076694,0.11942,0.089655,0.15698,7,7,5,7,5
0.15192,0.081614,0.13262,0.071614,0.15598,7,7,1,7,3
0.10472,0.078472,0.1402,0.061108,0,6,6,2,7,4
0.16784,0.1638,0.21934,0.15329,0,6,6,2,7,6
0.12817,0.12501,0.11469,0.1213,0.32366,7,7,3,6,3
0.13,0.15027,0.14226,0.082051,0.17227,4,6,1,2,6
