0.084973,0.093861,0.090457,0.062988,5,7,3,4,3
0.08455,0.073757,0.06891,0.032904,7,7,4,6,4
0.10919,0.03041,0.10474,0.034879,7,7,4,7,5
0.12474,0.076879,0.06041,0.065649,7,7,1,7,7
0.067484,0.039892,0.06259,0.061733,7,7,7,4,6
0.13975,0.12543,0.11624,0.1073,7,7,1,2,6
0.10995,0.063211,0.165,0.061793,7,7,1,6,3
0.1337,0.081374,0.17459,0.048169,6,7,1,7,3
0.10438,0.040539,0.18614,0.094901,4,7,1,7,3
0.1089,0.068942,0.11042,0.071922,7,7,4,7,2
0.12632,0.047792,0.037553,0.13356,7,5,7,7,6
0.13439,0.060159,0.15786,0.05925,7,7,1,4,4
0.1547,0.10764,0.13791,0.12832,3,3,4,6,3
0.046632,0.047882,0.069258,0.08052,2,3,1,1,4
0.14684,0.048895,0.136,0.09998,7,7,4,5,3
0.145,0.065554,0.17729,0.10863,7,7,2,2,4
0.12733,0.12446,0.22381,0.20677,7,4,1,7,4
0.10886,0.065998,0.069544,0.088782,7,2,3,4,4
0.08273,0.041729,0.095599,0.049353,7,7,2,2,6
0.13289,0.05844,0.090995,0.11116,7,7,5,7,5
0.11576,0.06219,0.10105,0.11329,7,7,1,7,3
0.12789,0.12481,0.16714,0.13242,6,6,2,7,6
0.097668,0.095261,0.087395,0.13053,7,7,3,6,3
0.099063,0.1145,0.1084,0.097777,4,6,1,2,6
